icao_code,iata_code,latitude,longitude,elevation_ft,airport_name,airport_type,iso_country,iso_region,municipality,scheduled_service
KBYS,BYS,35.2804985046,-116.629997253,2350.0,Bicycle Lake Army Air Field,medium_airport,US,US-CA,Fort Irwin/Barstow,no
KBYY,BBC,28.973301,-95.86350300000001,45.0,Bay City Regional Airport,small_airport,US,US-TX,Bay City,no
KBZN,BZN,45.77750015,-111.15299990000001,4473.0,Gallatin Field,medium_airport,US,US-MT,Bozeman,yes
KCAD,CAD,44.275749,-85.421534,1307.0,Wexford County Airport,small_airport,US,US-MI,Cadillac,no
KCAE,CAE,33.938801,-81.119499,236.0,Columbia Metropolitan Airport,medium_airport,US,US-SC,Columbia,yes
KCAG,CIG,40.4952011108,-107.52200317399999,6193.0,Craig Moffat Airport,small_airport,US,US-CO,Craig,no
KCAK,CAK,40.916099548339844,-81.44219970703125,1228.0,Akron Canton Regional Airport,medium_airport,US,US-OH,Akron,yes
KCAO,CAO,36.446201324499995,-103.166999817,4965.0,Clayton Municipal Airpark,small_airport,US,US-NM,Clayton,no
KCAR,CAR,46.8714981079,-68.0178985596,626.0,Caribou Municipal Airport,medium_airport,US,US-ME,Caribou,no
KCAV,xxx,42.74190139770508,-93.75890350341795,1162.0,Clarion Municipal Airport,small_airport,US,US-IA,Clarion,no
KCBE,CBE,39.615398407,-78.76090240479999,775.0,Greater Cumberland Regional Airport,small_airport,US,US-MD,Cumberland,no
KCBF,CBF,41.2592010498,-95.760597229,1253.0,Council Bluffs Municipal Airport,small_airport,US,US-IA,Council Bluffs,no
KCBG,xxx,45.55749893188477,-93.26419830322266,945.0,Cambridge Municipal Airport,small_airport,US,US-MN,Cambridge,no
KCBK,CBK,39.42750168,-101.04699709999998,3187.0,Shalz Field,small_airport,US,US-KS,Colby,no
KCBM,CBM,33.643799,-88.443802,219.0,Columbus Air Force Base,medium_airport,US,US-MS,Columbus,no
KCCA,xxx,35.597801208496094,-92.45159912109376,514.0,Clinton Municipal Airport,small_airport,US,US-AR,Clinton,no
KCCB,CCB,34.1115989685,-117.68800354,1444.0,Cable Airport,small_airport,US,US-CA,Upland,no
KCCO,xxx,33.311599731445305,-84.7697982788086,970.0,Newnan Coweta County Airport,small_airport,US,US-GA,Atlanta,no
KCCR,CCR,37.9897003174,-122.056999207,26.0,Buchanan Field,small_airport,US,US-CA,Concord,no
KCCY,CCY,43.072601318400004,-92.61080169680001,1125.0,Northeast Iowa Regional Airport,medium_airport,US,US-IA,Charles City,no
KCDA,LLX,44.5690994263,-72.0179977417,1188.0,Caledonia County Airport,small_airport,US,US-VT,Lyndonville,no
KCDC,CDC,37.70100021362305,-113.0989990234375,5622.0,Cedar City Regional Airport,medium_airport,US,US-UT,Cedar City,yes
KCDH,CDH,33.622798919699996,-92.7633972168,130.0,Harrell Field,small_airport,US,US-AR,Camden,no
KCDI,xxx,39.974998474121094,-81.57759857177734,799.0,Cambridge Municipal Airport,small_airport,US,US-OH,Cambridge,no
KCDN,CDN,34.2835998535,-80.56490325930001,302.0,Woodward Field,small_airport,US,US-SC,Camden,no
KCDR,CDR,42.837600708000004,-103.095001221,3297.0,Chadron Municipal Airport,medium_airport,US,US-NE,Chadron,no
KCDS,CDS,34.4337997437,-100.288002014,1954.0,Childress Municipal Airport,medium_airport,US,US-TX,Childress,no
KCDW,CDW,40.875198364300005,-74.2814025879,173.0,Essex County Airport,small_airport,US,US-NJ,Caldwell,no
KCEA,CEA,37.648601532,-97.2506027222,1378.0,Cessna Aircraft Field,small_airport,US,US-KS,Wichita,no
KCEC,CEC,41.78020096,-124.23699950000001,61.0,Jack Mc Namara Field Airport,medium_airport,US,US-CA,Crescent City,yes
KCEF,CEF,42.19400024,-72.53479767,241.0,Westover ARB/Metropolitan Airport,medium_airport,US,US-MA,Springfield/Chicopee,no
KCEK,xxx,40.61790085,-96.92489624,1500.0,Crete Municipal Airport,small_airport,US,US-NE,Crete,no
KCEU,CEU,34.67190170000001,-82.8864975,892.0,Oconee County Regional Airport,small_airport,US,US-SC,Clemson,no
KCEV,CEV,39.6985015869,-85.129699707,867.0,Mettel Field,small_airport,US,US-IN,Connersville,no
KCEW,CEW,30.778799056999997,-86.522102356,213.0,Bob Sikes Airport,medium_airport,US,US-FL,Crestview,no
KCEY,CEY,36.66460037,-88.37280273,577.0,Kyle Oakley Field,small_airport,US,US-KY,Murray,no
KCEZ,CEZ,37.3030014038,-108.627998352,5918.0,Cortez Municipal Airport,small_airport,US,US-CO,Cortez,no
KCFD,CFD,30.715700149499998,-96.3313980103,367.0,Coulter Field,small_airport,US,US-TX,Bryan,no
KCFE,xxx,45.15900039672852,-93.84329986572266,967.0,Buffalo Municipal Airport,small_airport,US,US-MN,Buffalo,no
KCFJ,xxx,39.975602,-86.919899,799.0,Crawfordsville Regional Airport,small_airport,US,US-IN,Crawfordsville,no
KCFO,xxx,39.784194,-104.537639,5512.0,Colorado Air and Space Port,small_airport,US,US-CO,Denver,no
KCFS,TZC,43.458801269531,-83.44550323486301,701.0,Tuscola Area Airport,small_airport,US,US-MI,Caro,no
KCFT,CFT,32.957039,-109.21139699999999,3798.0,Greenlee County Airport,small_airport,US,US-AZ,Clifton/Morenci,no
KCFV,CFV,37.09400177,-95.5718994141,754.0,Coffeyville Municipal Airport,small_airport,US,US-KS,Coffeyville,no
KCGC,xxx,28.867300033569336,-82.57129669189453,9.0,Crystal River Airport,small_airport,US,US-FL,Crystal River,no
KCGE,CGE,38.53929901,-76.03040314,20.0,Cambridge Dorchester Airport,small_airport,US,US-MD,Cambridge,no
KCGF,CGF,41.5651016235,-81.4863967896,879.0,Cuyahoga County Airport,medium_airport,US,US-OH,Cleveland,no
KCGI,CGI,37.2253,-89.570801,342.0,Cape Girardeau Regional Airport,medium_airport,US,US-MO,Cape Girardeau,yes
KCGS,CGS,38.9805984497,-76.9223022461,48.0,College Park Airport,small_airport,US,US-MD,College Park,no
KCGZ,CGZ,32.954899,-111.766998,1464.0,Casa Grande Municipal Airport,small_airport,US,US-AZ,Casa Grande,no
KCHA,CHA,35.035301000000004,-85.203796,683.0,Chattanooga Metropolitan Airport (Lovell Field),medium_airport,US,US-TN,Chattanooga,yes
KCHD,xxx,33.2691,-111.810997,1243.0,Chandler Municipal Airport,small_airport,US,US-AZ,Chandler,no
KCHK,CHK,35.09740067,-97.96769714,1152.0,Chickasha Municipal Airport,small_airport,US,US-OK,Chickasha,no
KCHN,xxx,27.514900207520004,-81.880500793457,106.0,Wauchula Municipal Airport,small_airport,US,US-FL,Wauchula,no
KCHO,CHO,38.13859939575195,-78.4529037475586,639.0,Charlottesville Albemarle Airport,medium_airport,US,US-VA,Charlottesville,yes
KCHQ,xxx,36.842098236083984,-89.35970306396484,313.0,Mississippi County Airport,small_airport,US,US-MO,Charleston,no
KCHS,CHS,32.898602000000004,-80.040497,46.0,Charleston International Airport,medium_airport,US,US-SC,Charleston,yes
KCHT,xxx,39.78219985961914,-93.49569702148438,783.0,Chillicothe Municipal Airport,small_airport,US,US-MO,Chillicothe,no
KCHU,xxx,43.59640121459961,-91.50389862060548,1179.0,Houston County Airport,small_airport,US,US-MN,Caledonia,no
KCIC,CIC,39.79539871,-121.8580017,240.0,Chico Municipal Airport,small_airport,US,US-CA,Chico,no
KCID,CID,41.884701,-91.7108,869.0,The Eastern Iowa Airport,medium_airport,US,US-IA,Cedar Rapids,yes
KCII,xxx,47.82830047607422,-112.16799926757812,3947.0,Choteau Airport,small_airport,US,US-MT,Choteau,no
KCIN,CIN,42.0461997986,-94.7890014648,1204.0,Arthur N Neu Airport,small_airport,US,US-IA,Carroll,no
KCIR,CIR,37.0644989014,-89.2195968628,321.0,Cairo Regional Airport,small_airport,US,US-IL,Cairo,no
KCIU,CIU,46.25080108642578,-84.47239685058594,800.0,Chippewa County International Airport,medium_airport,US,US-MI,Sault Ste Marie,yes
KCJJ,xxx,43.3652992249,-92.133102417,1279.0,Ellen Church Field,small_airport,US,US-IA,Cresco,no
KCJR,xxx,38.52669906616211,-77.85890197753906,316.0,Culpeper Regional Airport,small_airport,US,US-VA,Culpeper,no
KCKA,CKA,36.7439002991,-98.1231002808,1202.0,Kegelman AF Aux Field,small_airport,US,US-OK,Cherokee,no
KCKB,CKB,39.2966003418,-80.2281036377,1217.0,North Central West Virginia Airport,medium_airport,US,US-WV,Clarksburg,yes
KCKC,GRM,47.838298797600004,-90.3828964233,1799.0,Grand Marais Cook County Airport,small_airport,US,US-MN,Grand Marais,no
KCKF,xxx,31.98880005,-83.77390289,310.0,Crisp County Cordele Airport,small_airport,US,US-GA,Cordele,no
KCKI,xxx,33.71720123291016,-79.85700225830078,67.0,Williamsburg Regional Airport,small_airport,US,US-SC,Kingstree,no
KCKM,CKM,34.299701690700005,-90.51229858399999,173.0,Fletcher Field,small_airport,US,US-MS,Clarksdale,no
KCKN,CKN,47.8417015076,-96.62159729,899.0,Crookston Municipal Kirkwood Field,small_airport,US,US-MN,Crookston,no
KCKP,xxx,42.73170089999999,-95.55590057,1227.0,Cherokee County Regional Airport,small_airport,US,US-IA,Cherokee,no
KCKV,CKV,36.621898651100004,-87.41500091549999,550.0,Clarksville–Montgomery County Regional Airport,small_airport,US,US-TN,Clarksville,no
KCKZ,xxx,40.389198303222656,-75.29049682617188,568.0,Pennridge Airport,small_airport,US,US-PA,Perkasie,no
KCLE,CLE,41.411701202399996,-81.8498001099,791.0,Cleveland Hopkins International Airport,large_airport,US,US-OH,Cleveland,yes
KCLI,CLI,44.6138000488,-88.731300354,822.0,Clintonville Municipal Airport,small_airport,US,US-WI,Clintonville,no
KCLK,CLK,35.53829956,-98.93270111,1616.0,Clinton Regional Airport,small_airport,US,US-OK,Clinton,no
KCLL,CLL,30.58860016,-96.36380005,320.0,Easterwood Field,medium_airport,US,US-TX,College Station,yes
KCLM,CLM,48.120201110839844,-123.5,291.0,William R Fairchild International Airport,medium_airport,US,US-WA,Port Angeles,yes
KCLR,CLR,33.131500244099996,-115.52100372299999,-182.0,Cliff Hatfield Memorial Airport,small_airport,US,US-CA,Calipatria,no
KCLS,CLS,46.6769981384,-122.98300170899999,176.0,Chehalis Centralia Airport,small_airport,US,US-WA,Chehalis,no
KCLT,CLT,35.2140007019043,-80.94309997558594,748.0,Charlotte Douglas International Airport,large_airport,US,US-NC,Charlotte,yes
KCLW,CLW,27.9766998291,-82.7586975098,71.0,Clearwater Air Park,small_airport,US,US-FL,Clearwater,no
KCMA,xxx,34.213699,-119.094002,77.0,Camarillo International Airport,large_airport,US,US-CA,Camarillo,no
KCMD,xxx,34.2687,-86.858002,969.0,Cullman Regional Airport-Folsom Field,small_airport,US,US-AL,Cullman,no
KCMH,CMH,39.998001,-82.891899,815.0,John Glenn Columbus International Airport,large_airport,US,US-OH,Columbus,yes
KCMI,CMI,40.03919983,-88.27809906,755.0,University of Illinois Willard Airport,medium_airport,US,US-IL,Champaign/Urbana,yes
KCMR,xxx,35.305555,-112.19439299999999,6680.0,H.A. Clark Memorial Field,small_airport,US,US-AZ,Williams,no
KCMX,CMX,47.16839981079102,-88.48909759521484,1095.0,Houghton County Memorial Airport,medium_airport,US,US-MI,Hancock,yes
KCMY,CMY,43.958302,-90.7379,837.0,Sparta Fort Mc Coy Airport,small_airport,US,US-WI,Sparta,no
KCNB,xxx,44.72949982,-96.26599884,1194.0,Myers Field,small_airport,US,US-MN,Canby,no
KCNC,xxx,41.01959991455078,-93.35970306396484,1050.0,Chariton Municipal Airport,small_airport,US,US-IA,Chariton,no
KCNH,CNH,43.3703994751,-72.36869812009998,545.0,Claremont Municipal Airport,small_airport,US,US-NH,Claremont,no
KCNI,xxx,34.3106,-84.423897,1219.0,Cherokee County Regional Airport,small_airport,US,US-GA,Canton,no
KCNK,CNK,39.5493011475,-97.6522979736,1486.0,Blosser Municipal Airport,small_airport,US,US-KS,Concordia,no
KCNM,CNM,32.337501525878906,-104.26300048828124,3295.0,Cavern City Air Terminal,medium_airport,US,US-NM,Carlsbad,yes
KCNO,CNO,33.97470093,-117.637001,650.0,Chino Airport,small_airport,US,US-CA,Chino,no
KCNP,xxx,41.07749938964844,-102.46399688720705,3682.0,Billy G Ray Field,small_airport,US,US-NE,Chappell,no
KCNU,CNU,37.668172999999996,-95.486727,1002.0,Chanute Martin Johnson Airport,medium_airport,US,US-KS,Chanute,no
KCNW,CNW,31.641129,-97.073335,470.0,TSTC Waco Airport,small_airport,US,US-TX,Waco,no
KCNY,CNY,38.75500107,-109.7549973,4557.0,Canyonlands Field,small_airport,US,US-UT,Moab,no
KCOD,COD,44.520198822,-109.024002075,5102.0,Yellowstone Regional Airport,medium_airport,US,US-WY,Cody,no
KCOE,COE,47.77429962,-116.8199997,2320.0,Coeur D'Alene - Pappy Boyington Field,medium_airport,US,US-ID,Coeur d'Alene,no
KCOF,COF,28.2348995209,-80.6100997925,8.0,Patrick Air Force Base,medium_airport,US,US-FL,Cocoa Beach,no
KCOI,COI,28.3416004181,-80.6855010986,6.0,Merritt Island Airport,small_airport,US,US-FL,Merritt Island,no
KCOM,COM,31.8411006927,-99.4036026001,1697.0,Coleman Municipal Airport,small_airport,US,US-TX,Coleman,no
KCON,CON,43.20270157,-71.50229645,342.0,Concord Municipal Airport,medium_airport,US,US-NH,Concord,no
KCOQ,xxx,46.70109939575195,-92.50360107421876,1279.0,Cloquet Carlton County Airport,small_airport,US,US-MN,Cloquet,no
KCOS,COS,38.805801,-104.70099599999999,6187.0,City of Colorado Springs Municipal Airport,medium_airport,US,US-CO,Colorado Springs,yes
KCOT,COT,28.45669937,-99.22029877,474.0,Cotulla-La Salle County Airport,small_airport,US,US-TX,Cotulla,no
KCOU,COU,38.8181,-92.219597,889.0,Columbia Regional Airport,medium_airport,US,US-MO,Columbia,yes
KCPC,xxx,34.27289963,-78.71499634,99.0,Columbus County Municipal Airport,small_airport,US,US-NC,Whiteville,no
KCPF,CPF,37.386666,-83.261666,1256.0,Wendell H Ford Airport,medium_airport,US,US-KY,Hazard,no
KCPK,xxx,36.66559982,-76.32070159999999,19.0,Chesapeake Regional Airport,small_airport,US,US-VA,Norfolk,no
KCPM,CPM,33.8899993896,-118.244003296,97.0,Compton Woodley Airport,small_airport,US,US-CA,Compton,no
KCPR,CPR,42.908001,-106.46399699999999,5350.0,Casper-Natrona County International Airport,medium_airport,US,US-WY,Casper,yes
KCPS,CPS,38.570701599100005,-90.1561965942,413.0,St Louis Downtown Airport,small_airport,US,US-IL,Cahokia/St Louis,no
KCPT,xxx,32.353802,-97.433701,854.0,Cleburne Regional Airport,small_airport,US,US-TX,Cleburne,no
KCPU,xxx,38.14609909057617,-120.64800262451172,1325.0,Calaveras Co Maury Rasmussen Field,small_airport,US,US-CA,San Andreas,no
KCQA,xxx,40.48410034179688,-84.56009674072266,894.0,Lakefield Airport,small_airport,US,US-OH,Celina,no
KCQB,xxx,35.72380065917969,-96.82029724121094,984.0,Chandler Regional Airport,small_airport,US,US-OK,Chandler,no
KCQF,xxx,30.460501,-87.876999,91.0,H L Sonny Callahan Airport,small_airport,US,US-AL,Fairhope,no
KCQJ,xxx,38.738586,-104.835148,6609.0,Cheyenne Mountain Space Force Station Heliport,heliport,US,US-CO,Colorado Springs,no
KCQM,xxx,47.8218994140625,-92.68939971923828,1327.0,Cook Municipal Airport,small_airport,US,US-MN,Cook,no
KCQW,HCW,34.71289825,-79.95700073,239.0,Cheraw Municipal Airport/Lynch Bellinger Field,small_airport,US,US-SC,Cheraw,no
KCQX,xxx,41.68840026855469,-69.989501953125,68.0,Chatham Municipal Airport,small_airport,US,US-MA,Chatham,no
KCRE,CRE,33.811698913600004,-78.72389984130002,32.0,Grand Strand Airport,medium_airport,US,US-SC,North Myrtle Beach,no
KCRG,CRG,30.3362998962,-81.51439666750002,41.0,Jacksonville Executive at Craig Airport,medium_airport,US,US-FL,Jacksonville,no
KCRP,CRP,27.770398999999998,-97.501198,44.0,Corpus Christi International Airport,medium_airport,US,US-TX,Corpus Christi,yes
KCRQ,CLD,33.1283,-117.279999,331.0,McClellan-Palomar Airport,medium_airport,US,US-CA,Carlsbad,no
KCRS,CRS,32.028099060100004,-96.4005966187,449.0,C David Campbell Field Corsicana Municipal Airport,small_airport,US,US-TX,Corsicana,no
KCRT,CRT,33.1782989502,-91.88020324709998,184.0,Z M Jack Stell Field,small_airport,US,US-AR,Crossett,no
KCRW,CRW,38.3731,-81.59320100000001,981.0,Yeager Airport,medium_airport,US,US-WV,Charleston,yes
KCRX,CRX,34.9150009155,-88.60350036620001,425.0,Roscoe Turner Airport,small_airport,US,US-MS,Corinth,no
KCRZ,xxx,40.99409866333008,-94.75499725341795,1274.0,Corning Municipal Airport,small_airport,US,US-IA,Corning,no
KCSB,xxx,40.30659866333008,-100.16200256347656,2414.0,Cambridge Municipal Airport,small_airport,US,US-NE,Cambridge,no
KCSG,CSG,32.516300201416016,-84.93890380859375,397.0,Columbus Metropolitan Airport,medium_airport,US,US-GA,Columbus,yes
KCSL,xxx,35.3263,-120.7431,238.0,O'Sullivan Army Heliport,heliport,US,US-CA,Camp San Luis Obispo,no
KCSM,CSM,35.3398017883,-99.2005004883,1922.0,Clinton Sherman Airport,small_airport,US,US-OK,Clinton,no
KCSQ,CSQ,41.0214004517,-94.36329650879999,1300.0,Creston Municipal Airport,small_airport,US,US-IA,Creston,no
KCSV,CSV,35.9513015747,-85.08499908450001,1881.0,Crossville Memorial Whitson Field,medium_airport,US,US-TN,Crossville,no
KCTB,CTB,48.608657,-112.378183,3854.0,Cut Bank International Airport,medium_airport,US,US-MT,Cut Bank,no
KCTJ,xxx,33.631001,-85.152,1161.0,West Georgia Regional Airport / O V Gray Field,small_airport,US,US-GA,Carrollton,no
KCTK,xxx,40.5690994263,-90.07479858399999,684.0,Ingersoll Airport,small_airport,US,US-IL,Canton,no
KCTY,CTY,29.6354999542,-83.10479736330002,42.0,Cross City Airport,small_airport,US,US-FL,Cross City,no
KCTZ,CTZ,34.9756011963,-78.36460113529999,148.0,Sampson County Airport,small_airport,US,US-NC,Clinton,no
KCUB,CUB,33.970500946,-80.9952011108,193.0,Jim Hamilton L.B. Owens Airport,medium_airport,US,US-SC,Columbia,no
KCUH,CUH,35.950496,-96.77237099999999,916.0,Cushing Municipal Airport,small_airport,US,US-OK,Cushing,no
KCUL,xxx,38.089500427246094,-88.12310028076172,388.0,Carmi Municipal Airport,small_airport,US,US-IL,Carmi,no
KCUT,xxx,43.733299255371094,-103.61799621582031,5602.0,Custer County Airport,small_airport,US,US-SD,Custer,no
KCVB,xxx,29.3418998718,-98.85089874270001,771.0,Castroville Municipal Airport,small_airport,US,US-TX,Castroville,no
KCVC,xxx,33.63249969,-83.84960175,809.0,Covington Municipal Airport,small_airport,US,US-GA,Covington,no
KCVG,CVG,39.048801,-84.667801,896.0,Cincinnati Northern Kentucky International Airport,large_airport,US,US-KY,Cincinnati / Covington,yes
KCVH,HLI,36.8932991028,-121.41000366200001,230.0,Hollister Municipal Airport,small_airport,US,US-CA,Hollister,no
KCVK,CKK,36.26490021,-91.56259918,716.0,Sharp County Regional Airport,small_airport,US,US-AR,Ash Flat,no
KCVN,CVN,34.4250984192,-103.07900238,4216.0,Clovis Municipal Airport,small_airport,US,US-NM,Clovis,no
KCVO,CVO,44.49720001,-123.29000090000001,250.0,Corvallis Municipal Airport,medium_airport,US,US-OR,Corvallis,no
KCVS,CVS,34.382801,-103.321999,4295.0,Cannon Air Force Base,medium_airport,US,US-NM,Clovis,no
KCVX,xxx,45.3047981262207,-85.2748031616211,669.0,Charlevoix Municipal Airport,small_airport,US,US-MI,Charlevoix,no
KCWA,CWA,44.7775993347,-89.6668014526,1277.0,Central Wisconsin Airport,medium_airport,US,US-WI,Mosinee,no
KCWC,KIP,33.85779953,-98.49040222,1003.0,Kickapoo Downtown Airport,small_airport,US,US-TX,Wichita Falls,no
KCWF,CWF,30.2105998993,-93.14320373540001,17.0,Chennault International Airport,small_airport,US,US-LA,Lake Charles,no
KCWI,CWI,41.8311004639,-90.3291015625,708.0,Clinton Municipal Airport,small_airport,US,US-IA,Clinton,no
KCWV,xxx,32.195098876953125,-81.86959838867188,112.0,Claxton Evans County Airport,small_airport,US,US-GA,Claxton,no
KCXE,xxx,36.78829956054688,-78.50160217285156,503.0,Chase City Municipal Airport,small_airport,US,US-VA,Chase City,no
KCXL,CXL,32.6694984436,-115.51300048799999,4.0,Calexico International Airport,small_airport,US,US-CA,Calexico,no
KCXO,CXO,30.351801000000002,-95.414497,245.0,Conroe-North Houston Regional Airport,medium_airport,US,US-TX,Houston,no
KCXP,CSN,39.192199707,-119.73400116,4697.0,Carson Airport,small_airport,US,US-NV,Carson City,no
KCXU,xxx,31.212900161743164,-84.23680114746094,175.0,Camilla Mitchell County Airport,small_airport,US,US-GA,Camilla,no
KCXW,xxx,35.019889,-92.555111,276.0,Conway Regional Airport,small_airport,US,US-AR,Conway,no
KCXY,HAR,40.2170982361,-76.85150146480001,347.0,Capital City Airport,small_airport,US,US-PA,Harrisburg,no
KCYO,xxx,39.51599884,-82.98210144,684.0,Pickaway County Memorial Airport,small_airport,US,US-OH,Circleville,no
KCYS,CYS,41.15570068,-104.81199649999999,6159.0,Cheyenne Regional Jerry Olson Field,medium_airport,US,US-WY,Cheyenne,yes
KCYW,xxx,39.3871,-97.15720400000001,1208.0,Clay Center Municipal Airport,small_airport,US,US-KS,Clay Center,no
KCZD,xxx,40.86909866,-100.0039978,2503.0,Cozad Municipal Airport,small_airport,US,US-NE,Cozad,no
KCZG,xxx,42.078499,-76.096296,833.0,Tri Cities Airport,small_airport,US,US-NY,Endicott,no
KCZK,CZK,45.676598999999996,-121.878879,151.0,Cascade Locks State Airport,small_airport,US,US-OR,Cascade Locks,no
KCZL,xxx,34.45539856,-84.93920135,647.0,Tom B. David Field,small_airport,US,US-GA,Calhoun,no
KCZT,CZT,28.5221996307,-99.823600769,599.0,Dimmit County Airport,small_airport,US,US-TX,Carrizo Springs,no
KDAA,DAA,38.715000152600005,-77.1809997559,73.0,Davison Army Air Field,medium_airport,US,US-VA,Fort Belvoir,no
